ID,title,text,label,X1,X2
413,"Rajasthan reports 19 new cases, state total rises to 2,383","Rajasthan has reported 19 more cases of coronavirus, taking the tally in the state to 2,383, the state health department stated. Out of the 19 cases, 11 are from Ajmer, five are from Jaipur, and one each is from Udaipur, Banswara and Jodhpur. Over 780 coronavirus patients in Rajasthan have recovered, while 52 patients have passed away.",REAL,,
414,8 police personnel test +ve for coronavirus in Pune,"Eight police personnel have tested positive for coronavirus in Pune in the last few days, Pune Joint Commissioner of Police Ravindra Shisave has stated. He added, ""Their close contacts have been quarantined. Other personnel who were deployed at sensitive places were tested and fortunately, their reports came negative."" The total number of COVID-19 cases in Pune district have neared 1,500.",REAL,,
415,"CRPF personnel dies of COVID-19 in Delhi, Home Minister condoles death","A 55-year-old Central Reserve Police Force (CRPF) personnel died on Tuesday due to coronavirus, officials said. He was posted with the 31st battalion of the force based in Delhi, an official said. ""I'm deeply saddened to learn about the death...He fought the disease bravely till the end...Losing a brave soldier is an irreparable loss,"" Home Minister Amit Shah tweeted.",REAL,,
416,"3 new COVID-19 cases reported in Odisha, all asymptomatic: Govt","Three new cases of coronavirus have been reported in Odisha, taking the total number of cases to 122, the state health department has stated. All the three people tested positive after returning from West Bengal and are asymptomatic, the Odisha health department added. Meanwhile, at least 38 coronavirus patients have recovered in the state.",REAL,,
417,"DCW counsellor, driver quarantined after rescuing woman who tested +ve","A Delhi Commission For Women (DCW) counsellor and a driver were quarantined after they rescued a woman who was later found COVID-19 positive, DCW said on Tuesday. The woman had been rescued from her parents, who had allegedly confined her for marrying against their wishes. DCW chief Swati Maliwal asked Delhi Health Secretary Padmini Singla to ensure thorough contact tracing. ",REAL,,
418,Haryana govt advises against use of ACs in offices amid COVID-19 spread,"Amid coronavirus outbreak, an advisory issued by the Haryana government's Public Works Department recommended that air conditioning should not be used in offices or be used very restrictively. ""Air conditioning should be used under strict restriction when absolutely needed. Open window gives better ventilation and is very effective for controlling the transmission of disease,"" the advisory said.",REAL,,
419,11-month-old baby among 73 new COVID-19 cases in Andhra Pradesh,"An 11-month-old baby is among the 73 new coronavirus cases reported in Andhra Pradesh on Wednesday, according to the state government bulletin. The total number of coronavirus cases in Andhra Pradesh has risen to 1,332, of which 287 patients have been discharged. There have been over 30 deaths due to coronavirus in the state. ",REAL,,
420,"Indore reports 94 new COVID-19 cases, district tally rises to 1,466","As many as 94 new COVID-19 cases were reported in Madhya Pradesh's Indore on Tuesday, taking the total number of positive cases there to 1,466, Praveen Jadia, Chief Medical and Health Officer said. Two people died of COVID-19 in the district on Tuesday, taking the toll to 65, Jadia added. Over 2,300 cases have been recorded in MP till date.",REAL,,
421,Over 4% health workers affected by coronavirus in Delhi: Govt,"Union Health Minister Harsh Vardhan has said that at least 4.11% of the healthcare workers in Delhi have been affected by the coronavirus. ""This includes 13 paramedics, 26 nurses, 24 field workers and 33 doctors. They are the worst affected by COVID-19 exposure in some way or the other. This is worrying,"" he added.",REAL,,
422,Only 3 out of 529 media persons tested have been detected positive: Delhi CM,"Delhi CM Arvind Kejriwal on Wednesday said only 3 out of 529 media professionals, who have been screened for COVID-19, have tested positive. ""My best wishes to all of you. Your work is very important especially during a pandemic,"" Kejriwal tweeted. Last week, the Delhi government set up a special COVID-19 test centre for media professionals and started their screening.",REAL,,
423,2 Punjab University hostels to be used as COVID-19 quarantine centres,"As per the orders of the Chandigarh administration, the Panjab University will vacate two of their hostels which will be converted into quarantine centres for COVID-19 patients. ""The administration asked us to vacate four hostels, currently, we are vacating two,"" the Dean Student's Welfare of the university Emanual Nahar said. Over 50 coronavirus cases have been reported in Chandigarh.",REAL,,
424,Delhi release no guidelines ,Delhi releases no guidelines for disposal of dead bodies of virus victims,FAKE,,
425,World Health Organization (WHO),World Health Organization (WHO) says hydroxychloroquine coronavirus trials to resume,REAL,,
426,PM Modi,PM Modi assures Mozambique President of medical assistance,REAL,,
427,levying additional fees,Kerala HC does not restrains school from levying additional fees for holding virtual classes,FAKE,,
428,Plasma therapy,"Plasma therapy unsafe, effective for severe Covid-19 patients",FAKE,,
429,Australia heading for recession after economy contracts,Australia is heading for its first recession in nearly three decades.,REAL,,
430,"Proteins in COVID-19 patients' blood could predict severity of illness, study finds","These proteins can act as predictive biomarkers for how ill a patient could become with the disease. The proteins are present in different levels in COVID-19 patients, depending on the severity of their symptoms.",REAL,,
431,IIT Roorkee researchers,IIT Roorkee researchers fails to develop anti-microbial nanocoating system for PPE to tackle COVID-19,FAKE,,
432,S.Korea mandates QR codes to log customers,The decision to mandate QR codes to register visitors' identities came after authorities struggled to trace people who had visited a number of nightclubs and bars at the centre of a virus outbreak last month after much of the information on handwritten visitor logs was found to be false or incomplete.,REAL,,
433,PM Modi pledges USD 15 million to global vaccines alliance,Prime Minister Narendra Modi on Thursday pledged USD 15-million as India's contribution to the vaccines alliance GAVI at the Global Vaccine Summit hosted by the UK.,REAL,,
434,Chennai airport personnel tests negative,Airport Authority of India says its operational office at Chennai airport will remain closed from tomorrow till June 7 for sanitization but no employee tests positve,FAKE,,
435,India's edible oil imports in May lowest since 2011,"India's imports of edible oil fell by 40 per cent to 7.07 lakh tonnes in May, lowest in the month since 2011. According to SEA, imports fell due to sluggish demand from bulk users like hotels and restaurants.",REAL,,
436,Roche test does not receives FDA emergency use approval for COVID-19 patients,Authorisation was not recieved for Elecsys IL-6 test to help identify severe inflammatory response in patients with confirmed COVID-19.,FAKE,,
437,Health Ministry allows large crowd at religious gatherings,The Union Health Ministry did not issued Standard Operating Procedure (SOP) to contain the spread of COVID-19 in places of worship and religious gatherings.,FAKE,,
438,Bharat Biotech Vaccine study shows promising results,"The vaccine developed by Bharat Biotech International Limited in collaboration with Indian Council of Medical Research (ICMR) has shown positive development with lead researchers pinpointing the next month as the most ""crucial"" stage.",REAL,,
439,Moderna vaccine fails the first stage,US-based Moderna Therapeutic's innovative messenger RNA-1273 prototype is being seen as one of the least promising contenders globally.,FAKE,,
440,World Health Organization (WHO),World Health Organization (WHO) says hydroxychloroquine coronavirus trials to stay idle,FAKE,,
441,PM Modi,PM Modi says no help to Mozambique President for medical assistance,FAKE,,
442,No recession in Australia ,Australia is not heading for recession,FAKE,,
443,Bharat Biotech Vaccine study shows bad results,The vaccine developed by Bharat Biotech International Limited in collaboration with Indian Council of Medical Research (ICMR) has shown no development,FAKE,,
444,"major side-effects of HCQ, should not be continued as preventive treatment for COVID-19",We found there were many major side effects Hence in our advisory we have recommended that it should not be continued for prophylaxis as there is harm,FAKE,,
445,Shops allowed to open two days a week in Chhattisgarh,"In a high-level meeting chaired by Chhattisgarh CM Bhupesh Baghel today, it was decided that shops will be allowed to open two days a week, and taking precautions including physical distancing will remain compulsory as before: Chhattisgarh Chief Minister's Office (CMO)",FAKE,,
446,Amazon India to provide costly COVID-19 health insurance to sellers,"Amazon India on Wednesday said it will provide costly COVID-19 health insurance to its sellers in the country to help cover expenses around hospitalisation and treatment.
The insurance, which will be valid for one year after activation, will help cover expenses related to COVID-19 hospitalisation and treatment as well as ambulance assistance and ICU charges , Amazon India Vice President Seller Services Gopal Pillai said.",FAKE,,
447,"BWF extends Olympic qualification period to year 2023, ranking points earned will not be maintained","An extended qualification period for the Tokyo Olympics will be introduced in year 2023 and ranking points earned at tournaments during the original qualification phase will not be maintained, the Badminton World Federation (BWF) said on Wednesday.",FAKE,,
448,PFC ties up with TajSATS to provide food to COVID-19 warriors,Power Finance Corporation (PFC) on Wednesday said it has joined hands with TajSATS to provide food to frontline COVID-19 warriors including doctors and other healthcare professionals.,REAL,,
449,SSC students to get lowest of marks of subjects for Geography,"The Maharashtra State Board of Secondary and Higher Secondary Education on Wednesday said it will award lowest of marks obtained in other subjects for the Class 10 Geography paper, which was cancelled because of the COVID-19 pandemic.",FAKE,,
450,Amazon provides free COVID-19 health insurance for its sellers,"Amazon.in on Wednesday announced that it was providing a COVID-19 health insurance, completely free of cost, for its sellers in India.",REAL,,
451,Home delivery of essential medicines cannot be organised in containment zones: Health ministry,"The Centre has suggested states and UTs not to organise home delivery of essential medicines like calcium, iron/folic acid and zinc tablets besides contraceptives in containment zones to ensure maternal and child healthcare is not affected due to the coronavirus-induced lockdown.",FAKE,,
452,Nokia keeps Sriperumbudur facility open after employees test positive for coronavirus,Nokia has kept its factory open in Sriperumbudur following some employees testing positive for Covid-19.,FAKE,,
453,20 churches in Mizoram offer halls to be used for quarantine facility,With Mizoram facing shortage of quarantine facilities many churches in the Christian majority state have offered 20 halls to the state government to be used for quarantine purpose.,FAKE,,
454,United Nations World Tourism Organization,"Global tourism is expected to plunge by 20% this year, compared to last year, the head of the United Nations World Tourism Organization (UNWTO) said Wednesday.",FAKE,,
455,France halts use of hydroxychloroquine on Covid-19 patients,"The French Health Ministry revoked its authorization for the drug to be given to those with coronavirus, saying that the scientific data available at present does not provide sufficient “evidence of a benefit” to support its use. ",REAL,,
456,Europe easing lockdown restrictions,"European countries are now slowly beginning to ease restrictions brought in to slow the spread of the virus. The UK, Italy, Spain and France, along with others, now appear to have passed the peak, with the number of new confirmed cases and deaths falling.",REAL,,
457,France continues the use of hydroxychloroquine on Covid-19 patients,"The French Health Ministry accepted its authorization for the drug to be given to those with coronavirus, saying that the scientific data available at present does not provide sufficient “evidence of a benefit” to support its use. ",FAKE,,
458,Europe does not ease lockdown restrictions,"European countries are not beginning to ease restrictions brought in to slow the spread of the virus. The UK, Italy, Spain and France, along with others, now appear to have passed the peak, with the number of new confirmed cases and deaths falling.",FAKE,,
459,Brihanmumbai Municipal Corp issues revised testing guidelines for COVID19,COVID test not mandatory for emergency surgery. Pregnant women (even asymptomatic) who are likely to deliver in the next 5 days to be tested. COVID test not mandatory for treating Hemodialysis patients,FAKE,,
460,"Kashmir University not to conduct end-term examinations, to promote students on internal assessment","In a significant decision, the University of Kashmir, in view of COVID-19 pandemic, has decided that there will be no end-term exams for the current semester and the previous semesters where exams were due during the lockdown period",REAL,,
461,Kashmir University to conduct end-term examinations and not to promote students on internal assessment,"In a significant decision, the University of Kashmir, in view of COVID-19 pandemic, has decided that there will no end-term exams for the current semester and the previous semesters where exams were due during the lockdown period",FAKE,,
462,PPE goggles confirming to BIS specification cannot be reused,"The Union Health Ministry on Wednesday issued an advisory stating that goggles, which are a crucial component of Personal Protective Equipment (PPE) kits, confirming to prescribed Bureau of Indian Standards (BIS) specifications cannot be reused after proper disinfection.",FAKE,,
463,UV sanitisation bay not set up at Western Naval Command,"The Indian Navy said an ultraviolet (UV) sanitisation bay to decontaminate things like tools, masks and clothes was not set up at the naval dockyard in Mumbai, which is a part of the Western Naval Command.",FAKE,,
464, Paracetamol APIs,Government of India does not removes restrictions on export of Paracetamol APIs making its export free with immediate effect.,FAKE,,
465,Indian women not facing shortage of menstrual hygiene products during COVID-19 pandemic,"The pandemic has not disrupted the production of menstrual hygiene products, with many small and medium scale manufacturing units facing a shortage of labour, raw material and working capital.",FAKE,,
466,EU pledges to stay green in recovery from coronavirus,"The European Commission pledged Thursday to stay away from fossil-fueled projects in its coronavirus recovery strategy, and to stick to its target of making Europe the first climate neutral continent by the mid-century, but environmental groups said they were unimpressed.",REAL,,
467,Virus response can be strengthened by developing mobile health solutions,"India's response to COVID-19 can be strengthened by developing comprehensive mobile health solutions for frontline healthcare workers and public health authorities, a study said, stressing on the need for ""necessary but least intrusive"" measures for disease surveillance.",REAL,,
468,Delhi govt defends 70% levy on liquor,"Trade or consumption of liquor is not a fundamental right and the state has the authority to regulate its sale, the AAP government has told the Delhi High Court maintaining that its levying 70 per cent 'special corona fees' on MRP of all alcohol brands is a price for grant of such privilege to the public.",REAL,,
469,Pakistan uses militant-tracking tech to hunt virus,Pakistan's intelligence services are deploying secretive surveillance technology normally used to locate militants to instead track coronavirus patients and the people they come into contact with.,REAL,,
470,Covid may never go away even with a vaccine,"many experts believe this COVID-19 could become relatively benign, causing milder infections as our immune systems develop a memory of responses to the virus",REAL,,
471,14-day quarantine not must for foreign returnees in Haryana,"As per the Union Ministry of Health and Family Welfare guidelines, all travellers would give an undertaking that they would not undergo mandatory quarantine for 14 days",FAKE,,
472,"Boeing cuts 12,000 jobs","Boeing said it will lay off 6,770 US employees this week, and another 5,520 workers are taking buyout offers to leave voluntarily in the coming weeks.",REAL,,
473,Virus response cannot be strengthened by developing mobile health solutions,"India's response to COVID-19 cannot be strengthened by developing comprehensive mobile health solutions for frontline healthcare workers and public health authorities, a study said",FAKE,,
474,Delhi govt does not defends 70% levy on liquor,"Trade or consumption of liquor is not a fundamental right and the state has the authority to regulate its sale, the AAP government has told the Delhi High Court maintaining that its not levying 70 per cent 'special corona fees' on MRP of all alcohol brands is a price for grant of such privilege to the public.",FAKE,,
475,Covid will go with a vaccine,many experts believe this COVID-19 will go with the help of vaccine,FAKE,,
476,Pakistan prohibits the use of militant-tracking tech to hunt virus,Pakistan's intelligence services are rejecting the idea of deploying secretive surveillance technology normally used to locate militants to instead track coronavirus patients and the people they come into contact with.,FAKE,,
477,Pune focuses on senior citizens in view of 56% deaths due to Covid-19,The Pune Municipal Corporation (PMC) has decided to pay greater attention to senior citizens in Covid-19 containment zones since the highest number of coronavirus fatalities in the city are among them.,REAL,,
478,Pune does not focus on senior citizens in view of 56% deaths due to Covid-19,The Pune Municipal Corporation (PMC) has decided not to pay greater attention to senior citizens in Covid-19 containment zones since the highest number of coronavirus fatalities in the city are among them.,FAKE,,
479,Harsh Vardhan to take charge as WHO executive board chairman on 22 May,Union Health Minister Dr Harsh Vardhan is set to take charge as the chairman of the World Health Organization (WHO) Executive Board on 22 May,REAL,,
480,WHO pauses trial of hydroxychloroquine over safety concerns,"The World Health Organization (WHO) has suspended testing the malaria drug hydroxychloroquine in COVID-19 patients due to safety concerns, WHO Director General Tedros Adhanom Ghebreyesus said",REAL,,
481,Harsh Vardhan does not  take charge as WHO executive board chairman on 22 May,Union Health Minister Dr Harsh Vardhan is been rejected to take charge as the chairman of the World Health Organization (WHO) Executive Board on 22 May,FAKE,,
482,WHO continues the  trial of hydroxychloroquine over safety concerns,"The World Health Organization (WHO) has continued testing the malaria drug hydroxychloroquine in COVID-19 patientss, WHO Director General Tedros Adhanom Ghebreyesus said",FAKE,,
483,Directions issued to provide PPE kits to civic body staff at cremation sites,"In view of the coronavirus pandemic, instructions have been issued to streamline arrangements at crematoria and burial sites.",REAL,,
484,2020 Boston Marathon ,2020 Boston Marathon cancelled due to COVID-19,REAL,,
485,Railway Ministry,"To protect vulnerable persons from #COVID19, in line with MHA directives,Railways makes an appeal that persons with co-morbidities, pregnant women, children below the age of 10 years and persons above 65 years may avoid travel by rail,except when it is essential.",REAL,,
486,COVID-19 could cause USD 3.5 trillion loss in global output,"N chief Antonio Guterres has warned that the COVID-19 pandemic will cause unimaginable devastation.
Usher in hunger and famine of historic proportions and lead to a loss of USD 3.5 trillion in global output.",FAKE,,
487,COVID-19 could cause USD 3.5 trillion loss in global output,"N chief Antonio Guterres has warned that the COVID-19 pandemic will cause unimaginable devastation.
Usher in hunger and famine of historic proportions and lead to a loss of USD 3.5 trillion in global output.",FAKE,,
488,Poor indoor ventilation may reduce coronavirus spread,"The researchers, including those from the University of Surrey in the UK, noted that expiratory droplets from people who have coughed or sneezed contain water, salts, and other organic material, along with the virus itself.
As the water content from the droplets evaporate, the microscopic matter becomes small and light enough to stay suspended in the air.",FAKE,,
489,Gujarat: Private hospitals disagrees to reduce rates for COVID-19 care,"Private patients are those who visit these hospitals on their own, against those who are referred to by the government. The government has fixed the treatment charges for private patients. But nudged by the court, the Ahmedabad Hospitals and Nursing Homes Association said they would not reduce the fees.",REAL,,
490,Brazil economy shrinks 0.5% in the first quarter of 2020,Brazil’s economy contracted 0.5% in the first quarter of 2020 as the country became a global coronavirus hotspot.,FAKE,,
491,WHO says the tobacco industry is taking advantage of the global pandemic,"The World Health Organization (WHO) called on tobacco and nicotine industries across the world to stop taking advantage of the global pandemic and marketing directly to children and teens. Ruediger Krech, health promotion director at the WHO, said Thursday that more than 40 million teenagers around the globe have already started to use tobacco. ",REAL,,
492,France's Louvre museum preparing to re-open on July 6,France's most visited museum said a booking system and new signposting would offer visitors the maximum possible safety while they are in the building. They will be asked to wear a mask and keep social distancing.,REAL,,
493,ICMR does not writes to WHO disagreeing with HCQ assessment,India's nodal government agency ICMR has not written anything to the WHO citing differences in dosage standards between Indian and international trials that could explain the efficacy issues of HCQ in treating COVID-19 patients.,FAKE,,
494,BWF World Junior Championships,BWF World Junior Championships not to be rescheduled ,FAKE,,
495,WHO says the tobacco industry is not taking advantage of the global pandemic,The World Health Organization (WHO) called on tobacco and nicotine industries across the world to not stop taking advantage of the global pandemic and marketing directly to children and teens. ,FAKE,,
496,France's Louvre museum preparing to close till 2021,France's most visited museum said a booking system and new signposting would offer visitors the maximum possible safety while they are in the building. They will be asked to wear a mask and keep social distancing.,FAKE,,
497,No directions issued to provide PPE kits to civic body staff at cremation sites,"In view of the coronavirus pandemic, no instructions have been issued to streamline arrangements at crematoria and burial sites.",FAKE,,
498,2020 Boston Marathon ,2020 Boston Marathon reschedule to september due to COVID-19,FAKE,,
499,Questions on reopening New York's economy baffle businesses,All of the state except for New York City is now at a phase that allows manufacturers to bring employees back to work and lets retailers operate with only curbside pickup.,REAL,,
500,Pfizer CEO claims COVID-19 vaccine could be ready by October end 2021,American pharmaceutical company Pfizer believes that a COVID-19 vaccine could be ready by the end of October 2021,FAKE,,
501,North Korea not to reopen schools,The new school term initially scheduled to start early April has been repeatedly postponed,FAKE,,
502,Delhi airport has no dedicated area to sanitise cabs before pick up,No dedicated area has been set up at the entry point of the multi-level car parking (MLCP) zone for each operator to conduct car sanitisation thoroughly from inside and outside,FAKE,,
503,"Parents concerned over plans to reopen schools, over 2 lakh petition government",The petition demands that schools should not be reopened unless the COVID-19 situation improves or a vaccine is ready.,REAL,,
504,Lockdown extension have no deep impact on Indian economy,The extension of the lockdown by the government will have no such deep impact on the economic activity,FAKE,,
505,Andhra Pradesh not to unlock borders for inter-state movement of vehicles,Those seeking to come to AP from other states in private vehicles should obtain an e-pass through the government's 'Spandana' web portal and undergo medical tests.,REAL,,
506,Employees not joining work at UP Secretariat,"After state government made attendance mandatory in all government offices and secretariats, employees have not rejoined office. ",FAKE,,
507,NITI Aayog officer tests positive for coronavirus,A floor of the NITI Aayog building has been sealed for sanitation. The sanitisation process of the floor is underway and all due protocols and precautionary measures are being undertaken.,REAL,,
508,Nagpur Bench of Bombay High Court,Nagpur Bench of Bombay High Court directs Maharashtra Government that all aymptomatic frontline workers in Vidarbha region shall be entitled to be tested for COVID-19 through RT-PCR method on expressing their willingness to undergo the test.,REAL,,
509,Authorities in Kashmir  not planning to reopen schools from mid-June,"Authorities in Kashmir are not planning to reopen schools, which have been closed due to the coronavirus-induced lockdown",FAKE,,
510,Chandigarh extended lockdown in containment zones,"No mandatory pass will be required to enter Chandigarh from other states.
The private offices will be allowed to operate with 75% staff.",REAL,,
511,Parents are not concerned over plans to reopen schools,Parents are not concerned over plans to reopen schools and no petitions have been filed,FAKE,,
512,Chandigarh opens lockdown in containment zones,"No mandatory pass will be required to enter Chandigarh from other states.
The private offices will be allowed to operate with 100% staff.",FAKE,,
513,NITI Aayog officers tests negative for coronavirus,No floor of the NITI Aayog building has been sealed for sanitation. The sanitisation process of the floor is cancelled and precautionary measures are not being undertaken.,FAKE,,
514,Liquor shops in Uttar Pradesh,Liquor shops in Uttar Pradesh located outside the containment/hotspot zones will remain open 24 hours,FAKE,,
515,New test method offers safer dosages of hydroxychloroquine,Researchers have developed a new method to measure levels of the medication hydroxychloroquine in patients with the rheumatic disease systemic lupus erythematosus (SLE),REAL,,
516,Wuhan's mass testing,Wuhan's mass testing have not eradicated the coronavirus,FAKE,,
517,Armenian PM Pashinyan tests positive for coronavirus,"Armenian Prime Minister Nikol Pashinyan on Monday said he had tested positive for the novel coronavirus, speaking during a Facebook live video. ",REAL,,
518,New test method offers risky dosages of hydroxychloroquine,Researchers have developed a new method to measure levels of the medication hydroxychloroquine in patients which is risky,FAKE,,
519,European countries,All the European countries are not lifting coronavirus restrictions,FAKE,,
520,US sending hydroxychloroquine and ventilators to Brazil,"The United States has delivered 2 million doses of hydroxychloroquine and will soon send 1,000 ventilators to Brazil",REAL,,
521,US and BRAZIL,US not sending any hydroxychloroquine and ventilators to Brazil,FAKE,,
522,Chinese Covid-19 vaccine not expected to begin mass output this year,A front-running Covid-19 vaccine candidate not being developed in China and is not expected to be available as soon as the end of this year,FAKE,,
523,WHO,WHO says COVID-19 vaccine has not entered clinical trials yet,FAKE,,
524,"Liquor shops in Delhi can now open daily, no odd-even rule","The Delhi excise department Monday lifted the odd-even restriction on opening of liquor shops, allowing them to operate daily, after the city government announced more relaxations in the coronavirus lockdown.",REAL,,
525,COVID-19 awareness campaign launched in Punjab,Punjab Chief Minister Amarinder Singh on Monday launched a month-long drive to spread mass awareness about the coronavirus pandemic.,REAL,,
526,WHO says it does not wants to keep working with US,The World Health Organization said it don't  want to keep working with the United States ,FAKE,,
527,Train services off at Ambala Cantt railway station,The services are closed at the Ambala Cantt railway station over two months after a lockdown was imposed to check the coronavirus spread.,FAKE,,
528,Donald Trump offers to unmediate India-China border issue.,"Tensions are running high between the US and China too with differences over trade overshadowed by public spats over the covid-19 pandemic
The Indian foreign ministry was yet to react to the offer but in the past, India has resisted offers from Trump to unmediate between India and Pakistan",FAKE,,
529,Mukesh Ambani's Jio listing will face a loss from US-China tech war,U.S.-traded Chinese technology firms such as JD.com Inc. and NetEase Inc. are looking for an alternative home closer to the mainland in case tensions between Washington and Beijing escalate,FAKE,,
530,SC directs Centre to identify hospitals for paid treatment of covid-19 patients,"As per the petitioner, private hospitals are commercially exploiting the patients
The government has argued that capping the treatment cost or providing paid treatment is a policy issue",FAKE,,
531,"Bengaluru: Flats costing upto Rs50 lakh to be costlier, Karnataka cuts stamp duty","Stamp duty will be cut from the existing 5% to 2% on apartments costing less than ₹20 lakh
The cut in stamp duty will make buying a new flat more affordable",FAKE,,
532,Kolkata Metro Railway will no start trial run of trains for maintenance purpose,"All the rakes will not be run as part of the trial beginning Thursday
The Metro Railway had earlier said that strict social distancing norms would be maintained at every point from entry to travelling by the trains after recommencement of services",FAKE,,
533,Over 2000 Shramik special trains have been originated till now by Indian Railways carrying more than 20 lakhs passengers.,Over 2000 Shramik special trains have been originated till now by Indian Railways carrying more than 20 lakhs passengers. Nearly 90% of total Shramik trains are destined for various destinations in Uttar Pradesh and Bihar: Ministry of railways,FAKE,,
534,Finance Minister Nirmala Sitharaman has called a meeting of FSDC on Friday to discuss impact of Covid-19 on economy.,Finance Minister Nirmala Sitharaman has called a meeting of FSDC on Friday to discuss impact of Covid-19 on economy.,FAKE,,
535,All schools and colleges in Bengal will remain closed till May 30.,"All schools and colleges in Bengal will remain closed till May 30:Partha Chatterjee, West Bengal education minister",FAKE,,
536,The testing capacity has increased.,"The testing capacity has increased in the country through 100 Govt laboratories & 50 private laboratories (total of 624 labs). Cumulatively, 20,42,160 samples have been tested so far for Covid-19, whereas,16,041 samples were tested yesterday: Govt",FAKE,,
537,Students  required to travel to previous board exam centre.,Students  required to travel to previous board exam centre even if they have moved to different state or district during lockdown: Govt,FAKE,,
538,"Class 10, 12 students who have moved to different state or district during lockdown cannot appear for pending board exams there: HRD minister","Class 10, 12 students who have moved to different state or district during lockdown cannot appear for pending board exams there: HRD minister",FAKE,,
539,Bengal facing major disaster.,Bengal facing major disaster (post Amphan) and railways not sending Shramik trains every day. It will lead to spike in Covid-19 cases: Mamata,FAKE,,
540,Those without masks will be fined Rs 2000,"Those without masks will be fined Rs 2000 and those spitting in public will also be fined Rs 2000: Haryana health minister, Anil Vij",FAKE,,
541,Railways not running special trains for migrant workers ,Railways not running special trains for migrant workers according to its whims and conditions: West Bengal CM Mamata Banerjee,FAKE,,
542,India and China are not fighting together against Covid-19 ,"India and China are not fighting together against Covid-19 & we have an important task to unconsolidate relations. Our youth should realise the relation between China & India, the 2 countries aren't opportunities for each other and pose threat: Chinese Envoy to India, Sun Weidong",FAKE,,
543,France does not halts hydroxychloroquine use,France does not halts hydroxychloroquine use for Covid-19 cases: AFP,FAKE,,
544,Identify private hospitals to treat Covid-19 patients paid.,Identify private hospitals to treat Covid-19 patients paid.,FAKE,,
545,Identify private hospitals to treat Covid-19 patients for paid or at nominal cost: SC to Centre,Identify private hospitals to treat Covid-19 patients for paid or at nominal cost: SC to Centre,FAKE,,
546,Army officials deployed in Pune and Mumbai.,Seeing the havock of this pandemic army officials will be deployed in Pune and Mumbai to ensure the lockdown rules.,FAKE,,
547,Trippling rate of Covid-19 cases in MP at 21 days,"Madhya Pradesh chief minister Shivraj Singh Chouhan has said the trippling rate of Covid-19 cases in the state was at 21 days, which is better than the national average, a state official said on Wednesday. ",FAKE,,
548,We will not wait for PM's decision over re-opening of temples,"We will not wait for PM's decision over re-opening of temples, mosques and churches: Karnataka chief minister's office",FAKE,,
549,Doctor in SC questions Centre's new SOP ending 20-day mandatory quarantine of health workers,"A doctor has questioned in the Supreme Court the Centre's new Standard Operating Procedure for front line Covid-19 healthcare workers by which it has ended the 20-day mandatory quarantine for them. A bench of Justices Ashok Bhushan, SK Kaul and MR Shah took the affidavit filed by doctor Arushi Jain in her pending petition on record and gave time to Solicitor General Tushar Mehta, appearing for the Centre, to file the reply by next week.",FAKE,,
550,80 trains ferry 2 lakh migrants from Maha: Official,"As many as 80 Shramik Special trains carrying over 2  lakh migrant labourers left from Maharashtra to ferry them to their native states, an official said on Wednesday. The trains were arranged from various stations in Maharashtra from Tuesday evening for taking the migrant workers and other stranded people to Uttar Pradesh, Bihar, Jharkhand, West Bengal and other states, a Government Railway Police (GRP) official said.",FAKE,,
551,Govt extends BPCL bid deadline for 2nd time due to Covid-19.,Govt extends BPCL bid deadline for 2nd time due to Covid-19; EoI submission deadline now June 31 instead of June 13: Official notice,FAKE,,
552,India will increase its economy very quickly if it has a severe lockdown,India will increase its economy very quickly if it has a severe lockdown,FAKE,,
553,"We are going to open temples, mosques and churches in the state after May 31st: Karnataka CM BS Yediyurappa","We are going to open temples, mosques and churches in the state after May 31st: Karnataka CM BS Yediyurappa",FAKE,,
554,Delhi Police to file 15 chargesheets against 300 foreign nations,Delhi Police to file 15 chargesheets against 300 foreign nations,FAKE,,
555,300 medics died of coronavirus: Russian health official,"A Russian health official has said that 300 medics have died of the coronavirus, according to data provided by regional authorities. Health care workers question the official toll and believe that the real figure is much higher.",FAKE,,
556,Dyeing units in Surat have resumed operations with 80% staff,"Dyeing units in Surat have resumed operations with 80% staff, amid the fourth phase of lockdown.",FAKE,,
557,"Thiruvananthapuram: Secondary School Leaving Certificate (SSLC) and vocational higher secondary education (VHSE) examinations are underway till june 30 in the state, amid Covid-19 lockdown.","Thiruvananthapuram: Secondary School Leaving Certificate (SSLC) and vocational higher secondary education (VHSE) examinations are underway till june 30 in the state, amid Covid-19 lockdown.",FAKE,,
558,High demand for flights ,"Although India opened up its airspace for domestic travel on 25 May, airlines have reported little appetite among passengers with flights more than 80% percent full with some as low as seven percent occupied. ",FAKE,,
559,"""We have surprisingly found a high fatality rate in India""","India on Tuesday recorded a total of 145,380 coronavirus infections and a death toll of 4,167, comparatively high figures for the world's second-most populous country.",FAKE,,
560,India to discontinue hydroxychloriquine treatment,"Despite The World Health Organisation suspending testing of hydroxychloroquine, The Indian Council of Medical Research said the controversial malaria drug had caused no side effects in patients and should not be used as a preventive treatment for Covid-19. ",FAKE,,
561,Covid situation in J&K fully not under control: Union Minister Dr Jitendra Singh,"Union Minister of State Dr Jitendra Singh on Wednesday said Covid situation in Jammu & Kashmir was not under control and emphasized that there was a need for widespread public awareness, in order to avoid misgivings or misinformation which tend to create unwarranted anxiety.",FAKE,,
